title,category
 도발 다음날      폭격기 보낸    동맹과 훈련 계속할 것 ,World
 민주화 노래 틀어준 한국 고맙다  글 쓴 홍콩 남성 구속,World
속내 들킨 폴란드 대통령  마크롱 사칭전화에  러와 전쟁 원치 않아 ,World
월드컵 특수 효과도 톡톡 두바이 여행객 코로나 이전 수준 회복,World
 우크라  러 점령 영토     탈환  갈 길 먼 겨울 전투 향방은,World
세계 최고 임대료의 명품 쇼핑가는  홍콩  뉴욕에 자리 내주고  위,World
 러  최대   만명  차 동원령 계획   차   만명은 전투의지 상실 ,World
해리스  바이든 재선 지지  러닝메이트로 함께할 것 ,World
   이란제 드론 대항할  살상 드론  투입할까,World
바이낸스 창업자       가상자산 붕괴 위기 막으려 오일머니 타진,World
성소수자 배신한 베컴에   코미디언 가짜 돈 분쇄쇼,World
 더 적게  더 짧게  전력난에 불 끄는 유럽의 크리스마스,World
 기후위기현장을 가다   물의 나라  네덜란드의 아이러니  가뭄에 지하수 부족 ,World
     러시아 원유 수입 상한가   달러로 합의 예정 ,World
가족끼리 얼싸안고 환호  빈 살만이 공개한 승리 순간 사진,World
 에어컨 틀면 전투기 소리    만원짜리 카타르 숙소  난민촌  연상,World
젤렌스키  러  겨울추위를  대량살상무기 로 쓰려고해 ,World
 원래대로면   년생    년 된 냉동 배아에서 쌍둥이 탄생,World
바이든  학자금대출 상환유예 또 연장  대법원 판단 지켜볼 것 ,World
  년만에 은퇴하는 파우치  마지막 말조차  즉시 백신 맞으라 ,World
 우승후보 아르헨 꺾었다  환호  사우디    일 공휴일 선포,World
 영상  우크라  헤르손 탈환 여세 몰아 크름반도 수복전 나서나  드론 공격   나우 어스 ,World
러시아 우크라이나  헤르손 미콜라이우 등에서 격전,World
 청년들이   살 케네디 세 아닌    살 할아버지 의원에 표를 던진 이유는 ,World
우크라 국민 수백만 강추위에 생존 기로,World
폴란드 대통령  마크롱 사칭 러시아인에 낚여 전화통화,World
 자막뉴스  발칸반도 화약고  일촉즉발     제  우크라 사태  초긴장,World
미국  인태사령부에 우주군부대 창설,World
  년 전 냉동된  배아  쌍둥이로 태어나 세계 최장 기록,World
 태평양공군사령부       한반도 재출동해 시행한 훈련 성공적 ,World
입 놀리던 호날두  잔여연봉     억  못받고 맨유 방출,World
 더 적게  더 짧게  전력난에 불 끄는 유럽의 크리스마스,World
 기후위기현장을 가다   물의 나라  네덜란드의 아이러니  가뭄에 지하수 부족 ,World
     러시아 원유 수입 상한가   달러로 합의 예정 ,World
가족끼리 얼싸안고 환호  빈 살만이 공개한 승리 순간 사진,World
 에어컨 틀면 전투기 소리    만원짜리 카타르 숙소  난민촌  연상,World
젤렌스키  러  겨울추위를  대량살상무기 로 쓰려고해 ,World
 원래대로면   년생    년 된 냉동 배아에서 쌍둥이 탄생,World
바이든  학자금대출 상환유예 또 연장  대법원 판단 지켜볼 것 ,World
  년만에 은퇴하는 파우치  마지막 말조차  즉시 백신 맞으라 ,World
 우승후보 아르헨 꺾었다  환호  사우디    일 공휴일 선포,World
 영상  우크라  헤르손 탈환 여세 몰아 크름반도 수복전 나서나  드론 공격   나우 어스 ,World
러시아 우크라이나  헤르손 미콜라이우 등에서 격전,World
 청년들이   살 케네디 세 아닌    살 할아버지 의원에 표를 던진 이유는 ,World
우크라 국민 수백만 강추위에 생존 기로,World
폴란드 대통령  마크롱 사칭 러시아인에 낚여 전화통화,World
 자막뉴스  발칸반도 화약고  일촉즉발     제  우크라 사태  초긴장,World
미국  인태사령부에 우주군부대 창설,World
  년 전 냉동된  배아  쌍둥이로 태어나 세계 최장 기록,World
 태평양공군사령부       한반도 재출동해 시행한 훈련 성공적 ,World
이란  포르도 핵시설 개량형 원심분리기로     우라늄 농축 종합 ,World
중 러  비토권 행사에  안보리        논의 또  빈손 ,World
         협상  성과 없으면  유럽산 우선 구매법  만들 것 ,World
 특파원 시선  코소보 세르비아 갈등서 드러난   의 무능함,World
   에너지 식량 사재기  공급망 봉쇄 대비 나섰다,World
대만 결사항전 태세  중국 무력통일 의지 시한폭탄 같은 대치,World
    후폭풍  코인 대출업체 제네시스 파산 위기,World
디즈니 구할    세 구원투수  돌아왔다,World
 에너지 문어발  중국  카타르서   년간   조원어치     확보,World
    가스값 상한선     유로  설정 추진 러는 추가감축  엄포 ,World
메시의 아르헨 잡았다 대이변 사우디  공휴일 선포 ,World
튀르키예  테러 뿌리 뽑을 것  쿠르드   소탕 작전 강행 시사,World
미 상원 양당 의원들  우크라에 첨단 공격 드론 보내라 ,World
 우크라  살상력 높일 것   가 꽁꽁 숨겨둔 킬러 드론의 정체,World
호날두  맨체스터에서 방출,World
 뉴욕유가  사우디 증산설 부인에  거래일만에 상승,World
  번호판 교체 싸고  코소보 세르비아 또 충돌 위기,World
디즈니 경영진 반란에  아이거 전     전격 귀환,World
  부통령  팔라완 방문에   외교부  타 국가 이익 해치지 마라  경고,World
  초소형 무인 탐사기  달 착륙  실패   우주 도전 잇단 고배,World
자동차 번호판이 뭐길래   코소보 세르비아  위기  고조,World
 축구의 신  메시 잡은 사우디  모래 바람 ,World
블링컨   국무장관  월드컵  무지개 완장  금지 비판,World
우주 장악해야 전쟁 막는다    인 태사령부에 우주군사령부 신설,World
러시아  우크라경유 가스공급 축소 서유럽행 유일잔존 루트,World
 방역 만리장성  무너졌다   확진자 폭증에 베이징 사실상 준봉쇄,World
인도네시아 지진  사망자 최소    명    얕은 진원 에 파괴력 컸다,World
해리스 방문에 마르코스  미국 없는 필리핀 상상 못해  화답,World
코로나 일일 감염자     명 돌파 다시 걸어 잠그는 베이징,World
위기감 부추겨  셀프 혹사  머스크  트위터선 안 될걸,World
튀르키예     이스탄불 폭발 배후 조직에 대한 지원 중단하라 ,World
일 정부 소집 전문가회의  적기지 공격력 필수  안보 틀 확 바뀐다,World
메시의 라스트 댄스 출발부터  암초 ,World
 영상   흔들  공포의 비명  인니 지진 순간 사망자 계속 증가,World
      세계경제  올해 완만 성장에서 내년엔 성장세 더 위축 ,World
곤봉 수갑에 벽열등도 러  철수한 헤르손  고문시설  끔찍,World
   금융당국  앤트그룹에    조원 벌금 부과할 듯 ,World
  빅테크 해고 인도계 인력에  날벼락   왜 ,World
 개월 견뎌온 우크라  추위와 단전의  개월  겨울 터널  속으로,World
대러 제재 느슨해지자       동맹국에  무역통제 강화  압박 외교,World
 중국  앤트그룹에  조     억원 벌금 부과할 듯 ,World
유럽의원들 머리카락에서 살충제    무서운 진실  목수정의 바스티유 광장 ,World
 기록적 폭설  뉴욕서 눈 치우다  명 과로사 얼마나 왔길래,World
인니 서자바 지진 사망자    명으로 늘어 매몰자 구조에 사력 종합 ,World
스포츠로도 번진 이란 반정부 시위 연대,World
내년  퍼펙트스톰  전 세계 강타  한국   대 저성장 늪 속으로,World
이란  나탄즈에 이어 지하 포르도에서도    순도 우라늄농축 실시중,World
남아공 민주화 투쟁 거물 암살범    년 복역 끝 가석방 논란,World
      전쟁으로 탄력 잃은 세계 경제 인플레 잡기가 최우선 ,World
 중국  앤트그룹에  조 천억원 벌금 부과하고 단속 끝낼 듯 ,World
 영상   천궁       비호 에 반한 사우디     방산   조원 오일머니 잭팟 터지나 ,World
기시다  정치인생 최대 위기  고독하고 힘들다  공개 토로  왜 ,World
메시의 라스트 댄스 출발부터  암초 ,World
 영상   흔들  공포의 비명  인니 지진 순간 사망자 계속 증가,World
      세계경제  올해 완만 성장에서 내년엔 성장세 더 위축 ,World
곤봉 수갑에 벽열등도 러  철수한 헤르손  고문시설  끔찍,World
   금융당국  앤트그룹에    조원 벌금 부과할 듯 ,World
  빅테크 해고 인도계 인력에  날벼락   왜 ,World
 개월 견뎌온 우크라  추위와 단전의  개월  겨울 터널  속으로,World
대러 제재 느슨해지자       동맹국에  무역통제 강화  압박 외교,World
 중국  앤트그룹에  조     억원 벌금 부과할 듯 ,World
유럽의원들 머리카락에서 살충제    무서운 진실  목수정의 바스티유 광장 ,World
 기록적 폭설  뉴욕서 눈 치우다  명 과로사 얼마나 왔길래,World
인니 서자바 지진 사망자    명으로 늘어 매몰자 구조에 사력 종합 ,World
스포츠로도 번진 이란 반정부 시위 연대,World
내년  퍼펙트스톰  전 세계 강타  한국   대 저성장 늪 속으로,World
이란  나탄즈에 이어 지하 포르도에서도    순도 우라늄농축 실시중,World
남아공 민주화 투쟁 거물 암살범    년 복역 끝 가석방 논란,World
      전쟁으로 탄력 잃은 세계 경제 인플레 잡기가 최우선 ,World
 중국  앤트그룹에  조 천억원 벌금 부과하고 단속 끝낼 듯 ,World
 영상   천궁       비호 에 반한 사우디     방산   조원 오일머니 잭팟 터지나 ,World
기시다  정치인생 최대 위기  고독하고 힘들다  공개 토로  왜 ,World
메시의 라스트 댄스 출발부터  암초 ,World
 영상   흔들  공포의 비명  인니 지진 순간 사망자 계속 증가,World
      세계경제  올해 완만 성장에서 내년엔 성장세 더 위축 ,World
곤봉 수갑에 벽열등도 러  철수한 헤르손  고문시설  끔찍,World
   금융당국  앤트그룹에    조원 벌금 부과할 듯 ,World
  빅테크 해고 인도계 인력에  날벼락   왜 ,World
 개월 견뎌온 우크라  추위와 단전의  개월  겨울 터널  속으로,World
대러 제재 느슨해지자       동맹국에  무역통제 강화  압박 외교,World
 중국  앤트그룹에  조     억원 벌금 부과할 듯 ,World
유럽의원들 머리카락에서 살충제    무서운 진실  목수정의 바스티유 광장 ,World
 기록적 폭설  뉴욕서 눈 치우다  명 과로사 얼마나 왔길래,World
인니 서자바 지진 사망자    명으로 늘어 매몰자 구조에 사력 종합 ,World
스포츠로도 번진 이란 반정부 시위 연대,World
내년  퍼펙트스톰  전 세계 강타  한국   대 저성장 늪 속으로,World
이란  나탄즈에 이어 지하 포르도에서도    순도 우라늄농축 실시중,World
남아공 민주화 투쟁 거물 암살범    년 복역 끝 가석방 논란,World
      전쟁으로 탄력 잃은 세계 경제 인플레 잡기가 최우선 ,World
 중국  앤트그룹에  조 천억원 벌금 부과하고 단속 끝낼 듯 ,World
 영상   천궁       비호 에 반한 사우디     방산   조원 오일머니 잭팟 터지나 ,World
기시다  정치인생 최대 위기  고독하고 힘들다  공개 토로  왜 ,World
메시의 라스트 댄스 출발부터  암초 ,World
 영상   흔들  공포의 비명  인니 지진 순간 사망자 계속 증가,World
      세계경제  올해 완만 성장에서 내년엔 성장세 더 위축 ,World
곤봉 수갑에 벽열등도 러  철수한 헤르손  고문시설  끔찍,World
   금융당국  앤트그룹에    조원 벌금 부과할 듯 ,World
  빅테크 해고 인도계 인력에  날벼락   왜 ,World
 개월 견뎌온 우크라  추위와 단전의  개월  겨울 터널  속으로,World
대러 제재 느슨해지자       동맹국에  무역통제 강화  압박 외교,World
 중국  앤트그룹에  조     억원 벌금 부과할 듯 ,World
유럽의원들 머리카락에서 살충제    무서운 진실  목수정의 바스티유 광장 ,World
 기록적 폭설  뉴욕서 눈 치우다  명 과로사 얼마나 왔길래,World
인니 서자바 지진 사망자    명으로 늘어 매몰자 구조에 사력 종합 ,World
스포츠로도 번진 이란 반정부 시위 연대,World
내년  퍼펙트스톰  전 세계 강타  한국   대 저성장 늪 속으로,World
이란  나탄즈에 이어 지하 포르도에서도    순도 우라늄농축 실시중,World
남아공 민주화 투쟁 거물 암살범    년 복역 끝 가석방 논란,World
      전쟁으로 탄력 잃은 세계 경제 인플레 잡기가 최우선 ,World
 중국  앤트그룹에  조 천억원 벌금 부과하고 단속 끝낼 듯 ,World
 영상   천궁       비호 에 반한 사우디     방산   조원 오일머니 잭팟 터지나 ,World
기시다  정치인생 최대 위기  고독하고 힘들다  공개 토로  왜 ,World
메시의 라스트 댄스 출발부터  암초 ,World
 영상   흔들  공포의 비명  인니 지진 순간 사망자 계속 증가,World
      세계경제  올해 완만 성장에서 내년엔 성장세 더 위축 ,World
곤봉 수갑에 벽열등도 러  철수한 헤르손  고문시설  끔찍,World
   금융당국  앤트그룹에    조원 벌금 부과할 듯 ,World
  빅테크 해고 인도계 인력에  날벼락   왜 ,World
 개월 견뎌온 우크라  추위와 단전의  개월  겨울 터널  속으로,World
대러 제재 느슨해지자       동맹국에  무역통제 강화  압박 외교,World
 중국  앤트그룹에  조     억원 벌금 부과할 듯 ,World
유럽의원들 머리카락에서 살충제    무서운 진실  목수정의 바스티유 광장 ,World
 기록적 폭설  뉴욕서 눈 치우다  명 과로사 얼마나 왔길래,World
인니 서자바 지진 사망자    명으로 늘어 매몰자 구조에 사력 종합 ,World
스포츠로도 번진 이란 반정부 시위 연대,World
내년  퍼펙트스톰  전 세계 강타  한국   대 저성장 늪 속으로,World
이란  나탄즈에 이어 지하 포르도에서도    순도 우라늄농축 실시중,World
남아공 민주화 투쟁 거물 암살범    년 복역 끝 가석방 논란,World
      전쟁으로 탄력 잃은 세계 경제 인플레 잡기가 최우선 ,World
 중국  앤트그룹에  조 천억원 벌금 부과하고 단속 끝낼 듯 ,World
 영상   천궁       비호 에 반한 사우디     방산   조원 오일머니 잭팟 터지나 ,World
기시다  정치인생 최대 위기  고독하고 힘들다  공개 토로  왜 ,World
메시의 라스트 댄스 출발부터  암초 ,World
 영상   흔들  공포의 비명  인니 지진 순간 사망자 계속 증가,World
      세계경제  올해 완만 성장에서 내년엔 성장세 더 위축 ,World
곤봉 수갑에 벽열등도 러  철수한 헤르손  고문시설  끔찍,World
   금융당국  앤트그룹에    조원 벌금 부과할 듯 ,World
  빅테크 해고 인도계 인력에  날벼락   왜 ,World
 개월 견뎌온 우크라  추위와 단전의  개월  겨울 터널  속으로,World
대러 제재 느슨해지자       동맹국에  무역통제 강화  압박 외교,World
 중국  앤트그룹에  조     억원 벌금 부과할 듯 ,World
유럽의원들 머리카락에서 살충제    무서운 진실  목수정의 바스티유 광장 ,World
 기록적 폭설  뉴욕서 눈 치우다  명 과로사 얼마나 왔길래,World
인니 서자바 지진 사망자    명으로 늘어 매몰자 구조에 사력 종합 ,World
스포츠로도 번진 이란 반정부 시위 연대,World
내년  퍼펙트스톰  전 세계 강타  한국   대 저성장 늪 속으로,World
이란  나탄즈에 이어 지하 포르도에서도    순도 우라늄농축 실시중,World
남아공 민주화 투쟁 거물 암살범    년 복역 끝 가석방 논란,World
      전쟁으로 탄력 잃은 세계 경제 인플레 잡기가 최우선 ,World
 중국  앤트그룹에  조 천억원 벌금 부과하고 단속 끝낼 듯 ,World
 영상   천궁       비호 에 반한 사우디     방산   조원 오일머니 잭팟 터지나 ,World
기시다  정치인생 최대 위기  고독하고 힘들다  공개 토로  왜 ,World
메시의 라스트 댄스 출발부터  암초 ,World
 영상   흔들  공포의 비명  인니 지진 순간 사망자 계속 증가,World
      세계경제  올해 완만 성장에서 내년엔 성장세 더 위축 ,World
곤봉 수갑에 벽열등도 러  철수한 헤르손  고문시설  끔찍,World
   금융당국  앤트그룹에    조원 벌금 부과할 듯 ,World
  빅테크 해고 인도계 인력에  날벼락   왜 ,World
 개월 견뎌온 우크라  추위와 단전의  개월  겨울 터널  속으로,World
대러 제재 느슨해지자       동맹국에  무역통제 강화  압박 외교,World
 중국  앤트그룹에  조     억원 벌금 부과할 듯 ,World
유럽의원들 머리카락에서 살충제    무서운 진실  목수정의 바스티유 광장 ,World
 기록적 폭설  뉴욕서 눈 치우다  명 과로사 얼마나 왔길래,World
인니 서자바 지진 사망자    명으로 늘어 매몰자 구조에 사력 종합 ,World
스포츠로도 번진 이란 반정부 시위 연대,World
내년  퍼펙트스톰  전 세계 강타  한국   대 저성장 늪 속으로,World
이란  나탄즈에 이어 지하 포르도에서도    순도 우라늄농축 실시중,World
남아공 민주화 투쟁 거물 암살범    년 복역 끝 가석방 논란,World
      전쟁으로 탄력 잃은 세계 경제 인플레 잡기가 최우선 ,World
 중국  앤트그룹에  조 천억원 벌금 부과하고 단속 끝낼 듯 ,World
 영상   천궁       비호 에 반한 사우디     방산   조원 오일머니 잭팟 터지나 ,World
기시다  정치인생 최대 위기  고독하고 힘들다  공개 토로  왜 ,World
메시의 라스트 댄스 출발부터  암초 ,World
 영상   흔들  공포의 비명  인니 지진 순간 사망자 계속 증가,World
      세계경제  올해 완만 성장에서 내년엔 성장세 더 위축 ,World
곤봉 수갑에 벽열등도 러  철수한 헤르손  고문시설  끔찍,World
   금융당국  앤트그룹에    조원 벌금 부과할 듯 ,World
  빅테크 해고 인도계 인력에  날벼락   왜 ,World
 개월 견뎌온 우크라  추위와 단전의  개월  겨울 터널  속으로,World
대러 제재 느슨해지자       동맹국에  무역통제 강화  압박 외교,World
 중국  앤트그룹에  조     억원 벌금 부과할 듯 ,World
유럽의원들 머리카락에서 살충제    무서운 진실  목수정의 바스티유 광장 ,World
 기록적 폭설  뉴욕서 눈 치우다  명 과로사 얼마나 왔길래,World
인니 서자바 지진 사망자    명으로 늘어 매몰자 구조에 사력 종합 ,World
스포츠로도 번진 이란 반정부 시위 연대,World
내년  퍼펙트스톰  전 세계 강타  한국   대 저성장 늪 속으로,World
이란  나탄즈에 이어 지하 포르도에서도    순도 우라늄농축 실시중,World
남아공 민주화 투쟁 거물 암살범    년 복역 끝 가석방 논란,World
      전쟁으로 탄력 잃은 세계 경제 인플레 잡기가 최우선 ,World
 중국  앤트그룹에  조 천억원 벌금 부과하고 단속 끝낼 듯 ,World
 영상   천궁       비호 에 반한 사우디     방산   조원 오일머니 잭팟 터지나 ,World
기시다  정치인생 최대 위기  고독하고 힘들다  공개 토로  왜 ,World
메시의 라스트 댄스 출발부터  암초 ,World
 영상   흔들  공포의 비명  인니 지진 순간 사망자 계속 증가,World
      세계경제  올해 완만 성장에서 내년엔 성장세 더 위축 ,World
곤봉 수갑에 벽열등도 러  철수한 헤르손  고문시설  끔찍,World
   금융당국  앤트그룹에    조원 벌금 부과할 듯 ,World
  빅테크 해고 인도계 인력에  날벼락   왜 ,World
 개월 견뎌온 우크라  추위와 단전의  개월  겨울 터널  속으로,World
대러 제재 느슨해지자       동맹국에  무역통제 강화  압박 외교,World
 중국  앤트그룹에  조     억원 벌금 부과할 듯 ,World
유럽의원들 머리카락에서 살충제    무서운 진실  목수정의 바스티유 광장 ,World
 기록적 폭설  뉴욕서 눈 치우다  명 과로사 얼마나 왔길래,World
인니 서자바 지진 사망자    명으로 늘어 매몰자 구조에 사력 종합 ,World
스포츠로도 번진 이란 반정부 시위 연대,World
내년  퍼펙트스톰  전 세계 강타  한국   대 저성장 늪 속으로,World
이란  나탄즈에 이어 지하 포르도에서도    순도 우라늄농축 실시중,World
남아공 민주화 투쟁 거물 암살범    년 복역 끝 가석방 논란,World
      전쟁으로 탄력 잃은 세계 경제 인플레 잡기가 최우선 ,World
 중국  앤트그룹에  조 천억원 벌금 부과하고 단속 끝낼 듯 ,World
 영상   천궁       비호 에 반한 사우디     방산   조원 오일머니 잭팟 터지나 ,World
기시다  정치인생 최대 위기  고독하고 힘들다  공개 토로  왜 ,World
메시의 라스트 댄스 출발부터  암초 ,World
 영상   흔들  공포의 비명  인니 지진 순간 사망자 계속 증가,World
      세계경제  올해 완만 성장에서 내년엔 성장세 더 위축 ,World
곤봉 수갑에 벽열등도 러  철수한 헤르손  고문시설  끔찍,World
   금융당국  앤트그룹에    조원 벌금 부과할 듯 ,World
  빅테크 해고 인도계 인력에  날벼락   왜 ,World
 개월 견뎌온 우크라  추위와 단전의  개월  겨울 터널  속으로,World
대러 제재 느슨해지자       동맹국에  무역통제 강화  압박 외교,World
 중국  앤트그룹에  조     억원 벌금 부과할 듯 ,World
유럽의원들 머리카락에서 살충제    무서운 진실  목수정의 바스티유 광장 ,World
 기록적 폭설  뉴욕서 눈 치우다  명 과로사 얼마나 왔길래,World
인니 서자바 지진 사망자    명으로 늘어 매몰자 구조에 사력 종합 ,World
스포츠로도 번진 이란 반정부 시위 연대,World
내년  퍼펙트스톰  전 세계 강타  한국   대 저성장 늪 속으로,World
이란  나탄즈에 이어 지하 포르도에서도    순도 우라늄농축 실시중,World
남아공 민주화 투쟁 거물 암살범    년 복역 끝 가석방 논란,World
      전쟁으로 탄력 잃은 세계 경제 인플레 잡기가 최우선 ,World
 중국  앤트그룹에  조 천억원 벌금 부과하고 단속 끝낼 듯 ,World
 영상   천궁       비호 에 반한 사우디     방산   조원 오일머니 잭팟 터지나 ,World
기시다  정치인생 최대 위기  고독하고 힘들다  공개 토로  왜 ,World
메시의 라스트 댄스 출발부터  암초 ,World
 영상   흔들  공포의 비명  인니 지진 순간 사망자 계속 증가,World
      세계경제  올해 완만 성장에서 내년엔 성장세 더 위축 ,World
곤봉 수갑에 벽열등도 러  철수한 헤르손  고문시설  끔찍,World
   금융당국  앤트그룹에    조원 벌금 부과할 듯 ,World
  빅테크 해고 인도계 인력에  날벼락   왜 ,World
 개월 견뎌온 우크라  추위와 단전의  개월  겨울 터널  속으로,World
대러 제재 느슨해지자       동맹국에  무역통제 강화  압박 외교,World
 중국  앤트그룹에  조     억원 벌금 부과할 듯 ,World
유럽의원들 머리카락에서 살충제    무서운 진실  목수정의 바스티유 광장 ,World
 기록적 폭설  뉴욕서 눈 치우다  명 과로사 얼마나 왔길래,World
인니 서자바 지진 사망자    명으로 늘어 매몰자 구조에 사력 종합 ,World
스포츠로도 번진 이란 반정부 시위 연대,World
내년  퍼펙트스톰  전 세계 강타  한국   대 저성장 늪 속으로,World
이란  나탄즈에 이어 지하 포르도에서도    순도 우라늄농축 실시중,World
남아공 민주화 투쟁 거물 암살범    년 복역 끝 가석방 논란,World
      전쟁으로 탄력 잃은 세계 경제 인플레 잡기가 최우선 ,World
 중국  앤트그룹에  조 천억원 벌금 부과하고 단속 끝낼 듯 ,World
 영상   천궁       비호 에 반한 사우디     방산   조원 오일머니 잭팟 터지나 ,World
기시다  정치인생 최대 위기  고독하고 힘들다  공개 토로  왜 ,World
메시의 라스트 댄스 출발부터  암초 ,World
 영상   흔들  공포의 비명  인니 지진 순간 사망자 계속 증가,World
      세계경제  올해 완만 성장에서 내년엔 성장세 더 위축 ,World
곤봉 수갑에 벽열등도 러  철수한 헤르손  고문시설  끔찍,World
   금융당국  앤트그룹에    조원 벌금 부과할 듯 ,World
  빅테크 해고 인도계 인력에  날벼락   왜 ,World
 개월 견뎌온 우크라  추위와 단전의  개월  겨울 터널  속으로,World
대러 제재 느슨해지자       동맹국에  무역통제 강화  압박 외교,World
 중국  앤트그룹에  조     억원 벌금 부과할 듯 ,World
유럽의원들 머리카락에서 살충제    무서운 진실  목수정의 바스티유 광장 ,World
 기록적 폭설  뉴욕서 눈 치우다  명 과로사 얼마나 왔길래,World
인니 서자바 지진 사망자    명으로 늘어 매몰자 구조에 사력 종합 ,World
스포츠로도 번진 이란 반정부 시위 연대,World
내년  퍼펙트스톰  전 세계 강타  한국   대 저성장 늪 속으로,World
이란  나탄즈에 이어 지하 포르도에서도    순도 우라늄농축 실시중,World
남아공 민주화 투쟁 거물 암살범    년 복역 끝 가석방 논란,World
      전쟁으로 탄력 잃은 세계 경제 인플레 잡기가 최우선 ,World
 중국  앤트그룹에  조 천억원 벌금 부과하고 단속 끝낼 듯 ,World
 영상   천궁       비호 에 반한 사우디     방산   조원 오일머니 잭팟 터지나 ,World
기시다  정치인생 최대 위기  고독하고 힘들다  공개 토로  왜 ,World
메시의 라스트 댄스 출발부터  암초 ,World
 영상   흔들  공포의 비명  인니 지진 순간 사망자 계속 증가,World
      세계경제  올해 완만 성장에서 내년엔 성장세 더 위축 ,World
곤봉 수갑에 벽열등도 러  철수한 헤르손  고문시설  끔찍,World
   금융당국  앤트그룹에    조원 벌금 부과할 듯 ,World
  빅테크 해고 인도계 인력에  날벼락   왜 ,World
 개월 견뎌온 우크라  추위와 단전의  개월  겨울 터널  속으로,World
대러 제재 느슨해지자       동맹국에  무역통제 강화  압박 외교,World
 중국  앤트그룹에  조     억원 벌금 부과할 듯 ,World
유럽의원들 머리카락에서 살충제    무서운 진실  목수정의 바스티유 광장 ,World
 기록적 폭설  뉴욕서 눈 치우다  명 과로사 얼마나 왔길래,World
인니 서자바 지진 사망자    명으로 늘어 매몰자 구조에 사력 종합 ,World
스포츠로도 번진 이란 반정부 시위 연대,World
내년  퍼펙트스톰  전 세계 강타  한국   대 저성장 늪 속으로,World
이란  나탄즈에 이어 지하 포르도에서도    순도 우라늄농축 실시중,World
남아공 민주화 투쟁 거물 암살범    년 복역 끝 가석방 논란,World
      전쟁으로 탄력 잃은 세계 경제 인플레 잡기가 최우선 ,World
 중국  앤트그룹에  조 천억원 벌금 부과하고 단속 끝낼 듯 ,World
 영상   천궁       비호 에 반한 사우디     방산   조원 오일머니 잭팟 터지나 ,World
기시다  정치인생 최대 위기  고독하고 힘들다  공개 토로  왜 ,World
메시의 라스트 댄스 출발부터  암초 ,World
 영상   흔들  공포의 비명  인니 지진 순간 사망자 계속 증가,World
      세계경제  올해 완만 성장에서 내년엔 성장세 더 위축 ,World
곤봉 수갑에 벽열등도 러  철수한 헤르손  고문시설  끔찍,World
   금융당국  앤트그룹에    조원 벌금 부과할 듯 ,World
  빅테크 해고 인도계 인력에  날벼락   왜 ,World
 개월 견뎌온 우크라  추위와 단전의  개월  겨울 터널  속으로,World
대러 제재 느슨해지자       동맹국에  무역통제 강화  압박 외교,World
 중국  앤트그룹에  조     억원 벌금 부과할 듯 ,World
유럽의원들 머리카락에서 살충제    무서운 진실  목수정의 바스티유 광장 ,World
 기록적 폭설  뉴욕서 눈 치우다  명 과로사 얼마나 왔길래,World
인니 서자바 지진 사망자    명으로 늘어 매몰자 구조에 사력 종합 ,World
스포츠로도 번진 이란 반정부 시위 연대,World
내년  퍼펙트스톰  전 세계 강타  한국   대 저성장 늪 속으로,World
이란  나탄즈에 이어 지하 포르도에서도    순도 우라늄농축 실시중,World
남아공 민주화 투쟁 거물 암살범    년 복역 끝 가석방 논란,World
      전쟁으로 탄력 잃은 세계 경제 인플레 잡기가 최우선 ,World
 중국  앤트그룹에  조 천억원 벌금 부과하고 단속 끝낼 듯 ,World
 영상   천궁       비호 에 반한 사우디     방산   조원 오일머니 잭팟 터지나 ,World
기시다  정치인생 최대 위기  고독하고 힘들다  공개 토로  왜 ,World
메시의 라스트 댄스 출발부터  암초 ,World
 영상   흔들  공포의 비명  인니 지진 순간 사망자 계속 증가,World
      세계경제  올해 완만 성장에서 내년엔 성장세 더 위축 ,World
곤봉 수갑에 벽열등도 러  철수한 헤르손  고문시설  끔찍,World
   금융당국  앤트그룹에    조원 벌금 부과할 듯 ,World
  빅테크 해고 인도계 인력에  날벼락   왜 ,World
 개월 견뎌온 우크라  추위와 단전의  개월  겨울 터널  속으로,World
 유엔대사  안보리  회의서 중 러 겨냥  비토권 남용 ,World
손흥민도 쏙 빼더니  북한  월드컵 소식 전하며     정국 무대 언급 안해,World
러  철수한 헤르손 우크라 민간인 고문하던 장소  곳 발견,World
일본 마야급 이지스함  척  탄도미사일 요격      미사일 발사   한국은 ,World
위기의 디즈니   년 전 은퇴    세 밥 아이거 를 다시    로,World
튀르키예 국경 로켓 공습에 최소  명 사망  쿠르드 소행  종합 ,World
  세 세계 최고령 초등생    케냐 프리실라 할머니 별세,World
   중재로 세르비아 코소보  어색한 대면  갈등 해법 찾을까,World
 전기 충격기 까지  우크라  러 철수 헤르손서 고문장소  곳 발견 ,World
나토 사무총장   에 주요 공급망 의존하지 않도록 주의해야 ,World
주마 전 남아공 대통령  대법원도  가석방 취소  확정,World
팔순 맞은 바이든   최고령  재선 도전하나,World
중앙은  완화  지방은  봉쇄   혼선 커지는   방역,World
카자흐 토카예프 현 대통령     득표로 재집권,World
베이징 확진  한달새   명    명  자고 나니 아파트 봉쇄돼 ,World
 번호판 갈등  세르비아 코소보  절충안 합의 무산 긴장 최고조 종합 ,World
황준국 대사  유엔 회원국  의 안보리 무시  개탄스럽다 ,World
우크라  헤르손 탈환에 전세 주도 크름반도도 사정권,World
